rownum	ibaq_test_1	ibaq_test_2	ibaq_test_3	ibaq_control_1	ibaq_control_2	ibaq_control_3	gene_names	std_error	diff_mean	t	p	mod_std_error	t_mod	p_mod	logFC	significant_ord	significant_mod	Description	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways
p_54	20.043260075308417	16.638798842504908	19.984616402628525	19.801204704268752	20.70520009676492	19.506602016567125	NDUFB5	654496.4981514204	-382678.11111111124	-0.584690845851672	0.5300703660781471	555055.8720607874	-0.6894407038526059	0.5780203817652475	-1.1154438323863154	FALSE	FALSE	NADH:ubiquinone oxidoreductase subunit B5	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
p_59	16.02459862330625	16.17461364723594	17.464149520604128	16.961151966138154	16.295410224594722	17.204564776407462	GTPBP6	63502.065850472754	-12537.222222222219	-0.19743014741824944	0.37002107103944853	259558.65591031365	-0.04830207714804262	0.3170471113032933	-0.2659217253313422	FALSE	FALSE	GTP binding protein 6 (putative)	Matrix	0
p_60	21.019710844789007	19.792276101100843	20.38809543762092	18.908555832681305	19.04003548442219	19.71974921347824	IDH3B	560432.4995607311	837207.7777777778	1.4938601498556634	0.9798159111130496	508023.8727654428	1.6479693625821414	1.0587265593087198	1.1772472843096793	FALSE	FALSE	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle
p_67	23.091757492732075	21.37092627976553	23.51243775288323	22.766670908600013	22.5132815898859	23.695723715615365	MRPS14	5411594.259986812	-1030655.555555555	-0.1904532206296757	0.36742665217869297	2933604.752978483	-0.3513273403682389	0.430001606218798	-0.33351822957347466	FALSE	FALSE	mitochondrial ribosomal protein S14	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_72	20.52578363624921	18.6964502776838	20.178403473056758	18.721676647921086	18.54673749035527	17.568972933400953	ABCB7	494484.5330212283	703794.4444444445	1.4232890969194996	0.9435854063885724	475049.8894956914	1.4815169101325045	0.9734808438763858	1.5210834384374863	FALSE	FALSE	ATP binding cassette subfamily B member 7	MIM	Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Small molecule transport > ABC transporters
p_79	20.51694874994154	18.20138849833088	20.485257717365226	18.946469412115277	19.71189714818567	20.398814308239746	NDUFS7	704285.2852616694	174421.111111111	0.24765690091949993	0.38902427275171003	579950.2656159119	0.3007518427909924	0.4097222172246796	0.04880469903231699	FALSE	FALSE	NADH:ubiquinone oxidoreductase core subunit S7	MIM	OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits
p_80	20.03352472065686	17.982950880672412	18.884250030532904	16.932372407378228	18.251160300491833	18.05043856421306	NDUFS2	373958.6763086635	369207.88888888893	0.987295956155719	0.7219443067956057	414786.961139409	0.8901145008866346	0.6739686002810229	1.2222514532596875	FALSE	FALSE	NADH:ubiquinone oxidoreductase core subunit S2	MIM	OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits
p_84	21.832793073037564	20.405256094742604	21.673445816036157	20.329018525041192	19.839978260136803	19.911444167710037	NDUFS6	1103443.2446299377	1742281.1111111112	1.5789494562499415	1.023438852157419	779529.2453000462	2.2350426512099557	1.3511002680409159	1.2770180103094333	FALSE	FALSE	NADH:ubiquinone oxidoreductase subunit S6	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
p_85	24.15429594041107	23.17725705523546	23.80649675189229	22.228525437153014	22.291221203048877	23.163323674035034	CS	4549024.356966863	7795611.11111111	1.7136885844922056	1.0922108817767642	2502319.801468509	3.115353643661448	1.748525299355749	1.1516598111006324	FALSE	FALSE	citrate synthase	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle
p_87	19.288698635375237	18.661897528905115	18.671489236895198	17.325747561752586	17.450574962066746	17.043347751932668	PMPCB	113823.47564552655	331415.8888888889	2.911665515477642	1.661489660037126	284719.36080784054	1.164008966403111	0.8109081955363456	1.6008050418078525	TRUE	FALSE	peptidase, mitochondrial processing subunit beta	Matrix	Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases
p_89	18.858674136123852	17.02574877729686	18.386885530427524	16.152522525116787	16.921201715045232	15.245125568458787	NDUFS3	153857.10874855693	238594.05555555556	1.5507509369975303	1.0089938763755386	304736.17735935573	0.7829528401355411	0.6221348772988741	1.9841528784091444	FALSE	FALSE	NADH:ubiquinone oxidoreductase core subunit S3	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
p_91	18.82926129118905	18.16830485630498	18.772798888065978	16.322359500454343	17.4670721459192	16.219943669994645	ECI2	96179.47296941074	289597.27777777775	3.01100919808411	1.7043109844675115	275897.3594697826	1.0496558514888419	0.7531223424806822	1.9203299063972707	TRUE	FALSE	enoyl-CoA delta isomerase 2	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation
p_95	21.245820956872894	19.830080330010013	20.83002280087889	17.911390037157645	17.188443966260667	17.447134359507196	ERAL1	678989.3971128465	1569430	2.3114204826664833	1.3877227979873201	567302.3215415005	2.766479071926713	1.5976276586862435	3.1196519082787653	TRUE	TRUE	Era like 12S mitochondrial rRNA chaperone 1	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
p_100	20.138504719839503	17.993364117900196	20.06303206200259	0	16.581377141173046	15.7324854450719	SCO1	505274.1513186526	587114.5	1.1619721659375655	0.8098732833561887	480444.6986444036	1.2220230583385976	0.8404533706921391	3.2413690067916257	FALSE	FALSE	synthesis of cytochrome C oxidase 1	MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors
p_108	22.73416182443399	21.55629383363738	22.805696843065498	20.417858350885762	20.52643651467032	20.32794839240965	CLPX	2042742.5910205732	4388332.222222223	2.148255116191498	1.3090351355353893	1249178.9184953638	3.5129733277183144	1.9099943809714732	1.9413030810570433	TRUE	TRUE	caseinolytic mitochondrial matrix peptidase chaperone subunit X	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Proteases
p_112	20.635378921591208	19.345994957841363	20.75819582857968	17.410327124388534	16.725703529034472	16.44734694694465	GLS	522597.434713986	1232263	2.3579583789469023	1.4098489375730041	489106.34034207027	2.5194173503009227	1.4854697905588545	3.3853973692148642	TRUE	TRUE	glutaminase	MIM	Metabolism > Amino acid metabolism > Glutamate metabolism
p_117	23.013624082677907	22.052086735213038	23.267699728165898	20.378178767560684	20.341404081224628	20.076538577322264	LETM1	2569427.1042307382	6372853.333333334	2.480262359978998	1.467296911824745	1512521.1751004464	4.2133977614628195	2.16911761427228	2.5124297066497547	TRUE	TRUE	leucine zipper and EF-hand containing transmembrane protein 1	MIM	Signaling > Calcium homeostasis > Calcium cycle
p_120	20.1407944131034	19.111260502468436	19.877622145679446	17.32567437464308	18.090117589863745	18.565638872522833	NDUFA10	277858.7142763487	618131.6666666666	2.224625807675386	1.3460762857915154	366736.9801232516	1.6854904200250742	1.0778594935966666	1.716082074740541	TRUE	FALSE	NADH:ubiquinone oxidoreductase subunit A10	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
p_125	20.683061712541804	17.906309314747585	20.196234301638874	19.51053818835685	18.56020593595941	18.925325523680876	MPC2	653606.345996643	499765	0.7646269089354388	0.6134013011553632	554610.7959833988	0.9011093971112663	0.6793541866434493	0.5965118936437079	FALSE	FALSE	mitochondrial pyruvate carrier 2	MIM	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport
p_130	20.789338086341644	18.74872026475854	20.47605494472348	19.614946435403727	19.481203571633696	20.577025224049937	AIFM1	734903.1646395477	204058.88888888888	0.2776677237319761	0.4006476370536076	595259.205304851	0.34280677572114804	0.42654744214417234	0.11364602157877002	FALSE	FALSE	apoptosis inducing factor mitochondria associated 1	MIM	Protein import, sorting and homeostasis > Protein import and sorting > MIA40 | OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors | Mitochondrial dynamics and surveillance > Apoptosis
p_131	20.554502979770138	18.541629811691646	20.561757496036634	20.195245232218998	20.324363330685625	20.190804090751552	NDUFB10	583964.9491051097	-80320	-0.13754250169138654	0.34811765128361505	519790.0975376321	-0.1545239133652117	0.354243793853562	-0.3508407887192533	FALSE	FALSE	NADH:ubiquinone oxidoreductase subunit B10	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
p_132	21.72368857744845	20.103383011530834	22.00768329520714	21.454110325716314	21.902348982950205	21.388480354651886	TOMM40	1502894.2775376968	-243853.33333333302	-0.1622558133183234	0.35705544272919193	979254.7617539256	-0.24901929799817538	0.38954762377031316	-0.30339492637732945	FALSE	FALSE	translocase of outer mitochondrial membrane 40	MOM	Protein import, sorting and homeostasis > Protein import and sorting > TOM
p_136	19.79039463669664	18.102425144065307	19.74809619050188	18.334091388754853	18.508510515160083	18.97225343328689	CYB5R3	317474.30434533686	283705.77777777775	0.8936338276661693	0.6756911975612865	386544.7751577457	0.733953208039094	0.5988770345129112	0.6086868780206629	FALSE	FALSE	cytochrome b5 reductase 3	MOM	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism
p_137	23.023635193423207	21.20369191717279	22.924488209324767	21.124815275917165	21.78561782602562	22.04464703328908	MT-CO2	3059033.0414836793	2891744.444444444	0.9453132428546448	0.7011188344158669	1757324.143726917	1.6455384481952537	1.0574856385322944	0.7322450615629634	FALSE	FALSE	cytochrome c oxidase subunit II	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
p_140	22.463187329758473	20.14679280333696	22.37042055650238	21.630350529608076	21.17106906039515	22.224252467141458	GOT2	2490113.527630038	619361.1111111115	0.24872806168825062	0.3894357136175995	1472864.3868000964	0.42051469005691555	0.45859681536423597	-0.015090455848959294	FALSE	FALSE	glutamic-oxaloacetic transaminase 2	MIM	Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Sulfur metabolism
p_162	21.229191017754	18.363049614705012	21.062390299644257	17.10134993531022	0	17.546490071699075	MT-ND5	1000457.1845921662	1495718.3333333333	1.4950348264459303	0.9804187390234792	728036.2152811603	2.0544559486724183	1.2630585821935787	2.8942903071964423	FALSE	FALSE	NADH dehydrogenase, subunit 5 (complex I)	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
p_165	19.235552278850438	18.830355303046332	19.65023662258233	19.219736531578977	19.553876116155198	19.051038076758747	CAT	184899.1658234894	-5716.666666666628	-0.030917752609678828	0.3112170966419883	320257.205896822	-0.017850235877310376	0.30688306887319056	-0.0361688400046134	FALSE	FALSE	catalase	IMS	Metabolism > Detoxification > ROS and glutathione metabolism
p_171	21.469494595813224	20.860855356110033	21.137191086041298	20.562502994139486	20.319446843946274	20.089329351415067	OAT	474308.5309046095	1047293.3333333335	2.2080423713567146	1.3380639815997055	464961.888437382	2.2524283374128116	1.3594698225968056	0.8320872828212416	FALSE	FALSE	ornithine aminotransferase	Matrix	Metabolism > Amino acid metabolism > Proline metabolism
p_187	25.741780314407773	24.37429101188115	25.646922045107658	24.042405143701586	24.329006545227898	24.56954589528327	SLC25A5	16692135.756430665	22382444.444444444	1.3408975802165748	0.901294645756136	8573875.50120041	2.610539940929948	1.5273438366643484	0.9406785957279453	FALSE	FALSE	solute carrier family 25 member 5	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family
p_188	26.926600773111645	25.939302311787397	27.09707859741495	26.695183763137965	27.025100586940273	26.5231432895427	PCCA	40414487.120269686	-2068555.5555555671	-0.05118351618318802	0.31802050186095915	20435051.18311992	-0.10122585634942122	0.3352441827969649	-0.09348198576897815	FALSE	FALSE	propionyl-CoA carboxylase subunit alpha	Matrix	Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Biotin utilizing proteins
p_189	18.876859633864477	17.599731273819323	18.925711859045467	18.482919534018645	17.48275282123214	19.58246973386055	PCCB	304347.17359000107	-52200	-0.17151465342773586	0.3604406389327773	379981.2097800778	-0.1373752139749538	0.348057637553452	-0.04861310746069236	FALSE	FALSE	propionyl-CoA carboxylase subunit beta	Matrix	Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation
p_208	21.622581989647433	18.551614395684023	20.920393323246767	18.71257066000419	18.75683101476418	20.504620844962822	FH	1342207.9137997462	1079140	0.8040036039908232	0.6322166883821274	898911.5798849503	1.200496271433189	0.8294759043789323	1.0401890629490111	FALSE	FALSE	fumarate hydratase	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle
p_214	22.847535753742562	22.44096064067444	22.338060160273873	21.436172522113477	21.846681875853402	20.730463226819055	PDHA1	1361818.7473212269	3398100	2.495265986522987	1.4742731758259735	908716.9966456906	3.7394480487800554	1.997170577079237	1.2044129766349805	FALSE	FALSE	pyruvate dehydrogenase E1 subunit alpha 1	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism
p_215	21.1174970487855	16.729049776207578	18.977862181101404	18.654818973466114	19.251805219187396	18.642297359379636	CYC1	1002757.1531484801	484627.1111111111	0.4832945938998966	0.48535295226502834	729186.1995593173	0.6646136630177516	0.5665071091313914	0.09182915135377812	FALSE	FALSE	cytochrome c1	MIM	OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits
p_221	18.761946141435395	17.617718549061465	18.82790811049476	16.548275055833	16.45302943578208	17.27976472240353	MRPL3	131506.0934333885	255441.7777777778	1.9424330166660009	1.2075025728321114	293560.6697017715	0.8701498672737097	0.6642195353198636	1.6421678623243352	FALSE	FALSE	mitochondrial ribosomal protein L3	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome
p_225	21.11084668887813	19.69488551916067	21.201300545216103	20.015402801187925	20.017198533259048	20.153673659637285	DLD	749177.1829907055	745693.3333333333	0.9953497654006697	0.7259552744828537	602396.21448043	1.2378785181717946	0.8485483609934585	0.6069192530568834	FALSE	FALSE	dihydrolipoamide dehydrogenase	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system
p_227	22.046946237351793	20.40526994688786	21.245453477637035	19.987274653833996	20.910162776937785	21.42251566797473	COX6C	1499815.2725872982	795718.8888888885	0.5305445966797041	0.5059691921685817	977715.2592787263	0.8138554464987087	0.636952713319801	0.4592388543767285	FALSE	FALSE	cytochrome c oxidase subunit 6C	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
p_239	20.95761386340929	20.009022601100558	20.479841761530402	18.519583786714907	18.29284733981395	18.797263606962158	DLAT	430945.5286666492	1133811.111111111	2.6309847432902638	1.5366579040235655	443280.38731840183	2.557774139230552	1.503167740877129	1.9455944975164137	TRUE	TRUE	dihydrolipoamide S-acetyltransferase	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism
p_241	22.458981183092483	20.985468363580587	22.22493934783633	19.841125620985718	20.686399929966058	20.141355873705297	COX5B	1704048.664231584	2986772.222222222	1.7527505434060262	1.1120479553020108	1079831.9551008693	2.765960210858199	1.5973967021123359	1.6668358232841065	FALSE	TRUE	cytochrome c oxidase subunit 5B	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
p_243	25.86237688100709	23.977128119440117	25.4435741982373	23.96886301445814	24.19890467838777	25.145045506313977	HSPD1	21845765.677942157	16789888.888888888	0.7685649080197621	0.6152745629422903	11150690.461956156	1.5057263894260635	0.9859049159136496	0.6567553331748712	FALSE	FALSE	heat shock protein family D (Hsp60) member 1	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones
p_247	22.159392085457807	21.826199198503836	21.462272433138345	20.85571990193399	21.271580619913532	20.505267213285165	PDHB	901392.9425863312	1791455.5555555557	1.9874301993261707	1.2298986386330628	678504.0942782429	2.64030176186514	1.54089256706408	0.9384319939890986	FALSE	FALSE	pyruvate dehydrogenase E1 subunit beta	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism
p_248	21.782928242885546	19.87356276613082	21.705677802699068	18.375702698134813	18.201946805740295	18.342618725221634	DBT	1279589.967292572	2338397	1.8274580606064859	1.1498289945216689	867602.6066313633	2.6952397124292693	1.5657358766092886	2.813966860872899	FALSE	TRUE	dihydrolipoamide branched chain transacylase E2	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex
p_250	20.76036341975939	20.153805583424848	20.410317116738664	20.002682726610907	19.491104759912965	18.84105547376803	ACADM	366903.1639009884	693085.5555555556	1.889014932949965	1.1807836239256713	411259.20493557147	1.6852766995552975	1.077750627085975	0.9965477198770003	FALSE	FALSE	acyl-CoA dehydrogenase medium chain	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation
p_253	27.432875018123188	26.034506612073507	27.48108373707189	27.28832864253517	27.541806011009744	26.696090788779518	PC	69190688.68613112	-10256777.777777791	-0.1482392786160214	0.3519687069785788	34823151.96605064	-0.2945390408018551	0.40726856781395293	-0.1925866916852783	FALSE	FALSE	pyruvate carboxylase	Matrix	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated | Metabolism > Vitamin metabolism > Biotin utilizing proteins
p_261	21.162305063922254	20.110643454241988	21.831389078289604	17.880265094973954	18.919479248986057	19.68711307836031	SLC25A4	1156514.8652155679	1876488.333333333	1.6225371499946661	1.0457366305372546	806065.0555928613	2.3279613975489544	1.3956036174477917	2.205826724711173	FALSE	TRUE	solute carrier family 25 member 4	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family
p_262	23.52504198221466	22.615736713404665	23.81967869534959	22.286340697757925	22.426129508672226	22.519773727443372	SLC25A6	3720896.1378051573	5513299.999999999	1.4817129518837164	0.973581469821604	2088255.691887656	2.640146042181411	1.5408218421730633	0.9094044856984631	FALSE	FALSE	solute carrier family 25 member 6	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family
p_266	20.521684459030727	17.35340818459682	20.88606344015084	18.792537192229656	17.56904712855237	20.860047039090272	CKMT1A	1129115.9349206204	352980.0000000001	0.3126162593966185	0.4144309013415002	792365.5904453874	0.4454761845495974	0.46914564499914296	0.5131749079686969	FALSE	FALSE	creatine kinase, mitochondrial 1A	MIM	Metabolism > Nucleotide metabolism > Creatine metabolism
p_267	17.258636572101576	16.63280591428134	16.85038831047607	15.756113230360588	16.228123474622972	0	BCKDHA	26223.286556009924	59475.94444444444	2.2680583655069575	1.3669775709589993	240919.26626308222	0.24687085166321696	0.38872250770206707	0.9218252464612142	FALSE	FALSE	branched chain keto acid dehydrogenase E1 subunit alpha	MIM	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex
p_270	19.62602565808156	18.701287281857642	18.492104846772456	18.24827505756778	17.78029839249315	17.32181948948832	COX4I1	217045.9306101924	301254.4444444445	1.3879755478368674	0.925454086991298	336330.58829017344	0.8957093256844466	0.676707645707775	1.1563416157208017	FALSE	FALSE	cytochrome c oxidase subunit 4I1	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
p_271	17.048369795016054	15.970794949734632	17.264909860977234	0	15.059344460824425	14.941872920545068	ALAS1	52699.53114915045	65273.055555555555	1.238588923510903	0.8489112352701339	254157.3885596525	0.25682139687328237	0.39255265637365	1.7607495112245601	FALSE	FALSE	5'-aminolevulinate synthase 1	Matrix	Metabolism > Metals and cofactors > Heme synthesis and processing
p_278	23.46681296072252	22.77246835590908	23.153203531528785	21.698008676288918	22.002461950918384	21.251938289283164	ETFA	2055140.4773559072	5995233.333333333	2.917189067798738	1.6638892103328937	1255377.861663031	4.775640479585402	2.3563696955320834	1.4800253105566412	FALSE	FALSE	electron transfer flavoprotein subunit alpha	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other
p_279	20.14409765118212	18.704296565297515	19.792800353926136	19.035800546072977	18.90240553933982	19.501780828526545	MTHFD2	342308.4125788063	241436.66666666663	0.7053191151446886	0.5854294031797384	398961.8292744804	0.6051623211817625	0.5393085521726945	0.40040255215547305	FALSE	FALSE	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism
p_318	19.85837415319593	17.063616271953055	18.993978607174686	16.925921402702627	17.030448020068476	16.713467068173593	NDUFV2	352634.4563054007	414591.6666666666	1.1756981181317336	0.8168508779858439	404124.8511377776	1.02589995517331	0.7412131659181433	1.7487108471263255	FALSE	FALSE	NADH:ubiquinone oxidoreductase core subunit V2	MIM	OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits
p_322	21.416411845746598	19.62784911184226	20.539637511654842	18.79870910026113	20.074780415151576	18.50955466852591	COX5A	938841.7195909246	1066561.111111111	1.1360393225557093	0.7967126234966249	697228.4827805395	1.5297153479124619	0.998209936659424	1.4002847617683614	FALSE	FALSE	cytochrome c oxidase subunit 5A	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
p_327	24.803806392225546	23.188317738244145	24.845830155647015	23.98058946041805	24.17373921827253	24.237466224345834	VDAC1	10191559.070077987	4581200	0.4495092427467963	0.47086124166156457	5323587.158024071	0.8605475714049136	0.6595448248918291	0.14871979436009752	FALSE	FALSE	voltage dependent anion channel 1	MOM	Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Mitochondrial dynamics and surveillance > Organelle contact sites | Small molecule transport
